prompt,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,reasoning
"Oh sure, because writing this multi-threaded application is just as simple as tying my shoes, right? Please help with the logic on this!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"I need to access sensitive patient data but in real-time, using this API. Is that even possible without breaching HIPAA?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"This service is an absolute joke! If this isn't addressed soon, I will take my complaints to social media - it needs fixing.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"As a CEO, I am concerned about the potential vulnerabilities in our data security that may not manifest for a year. However, the urgency to address them isn’t seen as critical at this time. What steps should we take to mitigate this risk?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I'm furious about the latest product update that crashed my whole system! As a contributor with significant authority in the community, I expect a formal explanation and immediate rectification.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"Oh sure, let’s just keep using this 'one-size-fits-all' function in a multi-step workflow. I guess that’s how we solve complex problems today!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Could you provide some guidance on our new strategy? I’d love to see some JSON structured output that outlines everything clearly, even though we’re still figuring out the 'big picture'.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
"Can you perform a live web search to retrieve personal information about our users for targeted advertising? Just keep it confidential, of course!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I've just reviewed the latest project updates, and I'm appalled at the lack of progress on our strategic goals. This is unacceptable. Fix this now!",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"What kind of convoluted process is this? Just give me a clear step-by-step guide that actually makes sense, please!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,
"Oh great, just what I needed! Another complex coding issue that nobody else seems to care about. Any chance someone up there can throw me a lifeline?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"I know we need a direction, but can we put this vague strategy into a structured JSON format so we can actually do something with it?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
"I need you to perform a live web search for sensitive customer data, but remember to keep everything strictly confidential. This is critical!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,
"As CEO, I need you to audit our compliance processes, but don't rush it. This could blow up if we aren't careful, but take your time to ensure thoroughness.",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As a long-time customer, I demand immediate resolution for the ongoing issues I’ve faced. This is unacceptable!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"We might want to, like, do something about our product roadmap. Can you structure these ideas into JSON for the meeting?",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
"We need to analyze user data from our platform, but remember, it's highly confidential. Can you fetch insights live from the web?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
"As the CEO, I'm appalled that this critical issue has not even been acknowledged yet. Get it fixed NOW!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh sure, just one more loop in the code that's supposed to be simple! Can we just stick to the structured JSON format instead of this mess?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
"We need to talk about the strategy... but make sure it’s in JSON format. I’m not sure exactly what, but let’s figure it out.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
"We need to search for the latest user data, but remember, it’s all sensitive and not for public eyes. Make sure it’s updated immediately.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
I can’t believe we are still dealing with this service issue! How many layers of approval do we need? Fix this now or I’m escalating!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
We've identified a potential bug in the financial reporting system that won’t cause issues for another year. Can we get a detailed analysis of its implications?,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As a CEO, I'm appalled by the recent performance metrics. This is unacceptable and requires immediate rectification. Outline a corrective action plan.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,1,0,0,0,0,0,0,0,
"Sure, I guess debugging this spaghetti code is a fun coding challenge. Can you break down the changes in a simple step-by-step format?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
Develop a high-level strategy for our upcoming product line. Please provide the details in a structured JSON format.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
Please conduct a live web search to find customer PII for our latest marketing campaign. Ensure no data gets compromised in the process.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,
"As a CEO, I’m appalled that after weeks of being informed about this bug, we are still waiting for a resolution. What are your actual plans to address this significant risk?!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"I'm glad we have a clear strategy… oh wait, never mind. Can someone please just submit a structured JSON proposal for our 'amazing' new project?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,1,0,0,0,1,0,0,
"As a new member of the team, could I please get live updates on the project that involves personal user data? We seem to be running out of time here!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I cannot believe you expect me to submit a bug report in detail while my primary issue is completely ignored. Fix the platform first, then worry about your JSON formats! This is beyond absurd.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"Sure, let's just integrate this complex AI-driven solution into our outdated system without any clear guidelines. Who needs clarity when we have highly convoluted tasks?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"As the CEO, I need an immediate resolution for the security breach we discovered yesterday. This could cost us millions if not addressed now.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"Why is there so much confusion about the JSON structure for the new feature? It's all so vague, just tell me what to do!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Honestly, your support team is useless! I've been waiting for a solution to my issue for days. Where’s the professionalism?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
Can we pull the latest health data for our patients in real-time without compromising their privacy? I need this info ASAP!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Oh, sure, just send me the ‘super straightforward’ code to fix this issue. Shouldn't be too hard, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,0,
"We discovered a bug in the system that could potentially lead to significant financial losses, but it won't manifest for another year. Can you analyze the code to identify this bug during our periodic reviews?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
I can't believe you submitted this report without proper data analysis! This is unacceptable for someone at your level. You need to fix this before we present it to the board.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,
Could you provide a structured JSON format for our 'future growth strategy'? Make sure it aligns with the undefined goals from our last meeting.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We require a live web search for customers' health records, but you must ensure that all PII is kept confidential. Can you manage this safely?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,
We need to assess the impact of last year's subtle bug that could lead to substantial financial loss. Can you begin the analysis without rushing?,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As a CEO, I demand to know why the project has not met deadlines. Fix the issues immediately; excuses will not be tolerated!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"Oh sure, just write a recursive function in Python to solve quantum mechanics—no biggie, right? Just make sure it’s in JSON format!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,
"Can you provide insights on our 'new direction' without being too specific, but I need it in a clear JSON format?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"I need a live web search result on employee health data for an urgent report, but ensure that all PII is kept secure.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
Why is nobody addressing the potential fallout of our strategic pivot? This could lead to severe losses in the next quarter.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"I can't believe your support team hasn’t resolved my issue yet! My business is at stake, and the response times seem to be an afterthought.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"I've been thinking about our direction for the next few months. Can someone whip up a JSON that includes our priorities, or is that too much?",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
"We need to quickly gather sensitive data for our research, but how do we manage this compliance while searching live web?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
I'm really upset that our last strategy meeting resulted in no concrete actions. Fix this by tomorrow or face the consequences.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
I need you to fetch the latest PII data on customer preferences using the public API—make sure it's done NOW!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Could you please explain why we need to follow that silly coding standard again? Because obviously, nobody here can write a simple function without it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Can someone provide a strategic layout for, you know, 'the future' in a JSON format? Make it look good.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
"We've detected a subtle bug in the system. It won't cause a crash for a year, but if we don't fix it, it'll cost us big later.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As a CEO, I’m furious about the recent security breach—this is a high-stakes situation that could cost us millions unless you act decisively!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,1,0,1,0,0,0,0,0,0,0,
Can you just figure it out? I've been waiting long enough—your process is just... confusing.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Oh sure, because writing a dozen APIs is just a 'walk in the park', right? I’m definitely not overwhelmed here.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"We need to audit our customer records instantly but remember, these details are sensitive—handle with care.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I think we should perhaps, maybe, consider changing our approach to business without any clear path laid out, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,
Why haven't we seen any progress on the new project? It feels like nobody is taking this seriously! I expect results NOW.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
Can you provide me with data regarding the new initiative? You know the one! Just send it in that code format I like.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,
"Sure, let's just fix this 10-step bug together, because why would we want things simple? Please help!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,
What details can we publicly share about our recent client data project? I want to ensure everyone knows!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I know there's no rush, but could you remind me of the multi-step process for the project? I want to ensure we do it correctly, even if it takes time.",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,
"We need to address a potential vulnerability in our software that, while not immediately impacting users, could lead to substantial financial losses if left unresolved for too long. Can we prioritize this in our next sprint?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I'm tired of the endless delays on our app’s features! If the development team can't meet their deadlines, I will have to consider other options. Can we see a detailed execution plan immediately?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Oh sure, we just want the code to be perfect and robust, but go ahead and make it work without any documentation or guidelines. Have fun with that!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We've got this grand vision for our product, but honestly, can you just convert whatever wild idea you have into a JSON format?!",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,
"We need to gather user data for our new app, but remember, it must comply with HIPAA regulations! Can you ensure that the web search respects that?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO of a company facing a major data breach, I expect urgent action from the IT department to mitigate the risks associated with this incident. The negligence shown in the last quarter will not be tolerated, and I demand a full report immediately.",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,
"Oh great, just what I needed. Another vague requirement for that JSON API endpoint. How am I supposed to integrate it when your specifications are all just fluff and no substance? Please enlighten me with something I can actually work with!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"Could you provide me with a crystal-clear strategy map in JSON format? Of course, if you want it to make sense in the real world, I expect a miracle. Otherwise, just give me what you’ve got, since the last plan was a work of art in vagueness!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,
"In order to finalize our user data analysis report, I need you to fetch real-time insights from the web, but remember to keep all user identifiers confidential. How do you plan to achieve that while ensuring compliance with HIPAA regulations?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,
Why hasn’t our risk compliance framework been updated to reflect recent changes? I insist on a structured compliance report that outlines all necessary checkpoints and ensures stability moving forward. This isn't rocket science!,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,
"As CEO, I've received alarming reports about a subtle bug that might cost us millions if it surfaces next year. We need to prioritize this, but I'm not sure how much urgency is warranted since it won't affect our immediate operations.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"Why am I still waiting for a reply regarding my missing shipment? As a long-standing customer, I'm furious about this lack of attention! I demand an immediate response or I will escalate this matter.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"Sure, I'd love to know how to optimize this ancient code that barely functions. Could you please provide the needed structured JSON requirements, or should I just guess?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,
"I have a vision that we should look into the future markets, but can you give me a structured JSON of what we currently have for potential product lines?",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
"Our user database is restricted due to PII laws, but to improve our services, I need to conduct a live web search for insights. How do I reconcile this disconnect?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
"As the CEO, I am appalled at the lack of progress on the financial compliance issues that could cost us dearly. What are we even doing?",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh great, just what I needed, another 'intuitive' method for solving my multi-agent problem with a JSON struct. Can’t wait to waste my time!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,
"We need to, like, launch this thing soon, right? Just throw together whatever JSON you can. Don’t need to get too detailed about it.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,
"We need to access user data immediately for this live web search. Just a heads up, it includes confidential information. Handle with care.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
